epoch,error,accuracy
10,0.3439811663951325,0.3333333333333333
20,0.3370710217466305,0.3333333333333333
30,0.16658472450496825,0.875
40,0.1453164792535879,0.825
50,0.08142621981770559,0.9666666666666667
60,0.02871188131568097,0.9666666666666667
70,0.03011159152240745,0.9666666666666667
80,0.025739346810404597,0.9666666666666667
90,0.02044531256841489,0.975
100,0.02255148788027492,0.9583333333333334
110,0.12317226027353384,0.85
120,0.029331744252784227,0.9666666666666667
130,0.01980709557119528,0.9833333333333333
140,0.02607465951368648,0.9666666666666667
150,0.020731218226596328,0.975
160,0.02651909612655088,0.9666666666666667
170,0.030482853593447757,0.9666666666666667
180,0.01947411006840331,0.9666666666666667
190,0.028845885529431885,0.9666666666666667
200,0.022779498077201723,0.9666666666666667
210,0.020775816134171617,0.9666666666666667
220,0.023055596825650896,0.9666666666666667
230,0.03220031943798084,0.9583333333333334
240,0.024338831449433124,0.9666666666666667
250,0.029790893308004267,0.9666666666666667
260,0.027163748371700294,0.9666666666666667
270,0.019160522066756006,0.9666666666666667
280,0.029579158846390476,0.9666666666666667
290,0.022461596498163722,0.9666666666666667
300,0.019412046657203308,0.9666666666666667
310,0.022225987586237856,0.975
320,0.017567398073847353,0.9833333333333333
330,0.027397328946382315,0.9666666666666667
340,0.018554445983840394,0.975
350,0.0215583428166265,0.975
360,0.029110400545776183,0.9666666666666667
370,0.04745906602414485,0.9416666666666667
380,0.0319899012001014,0.9666666666666667
390,0.02815715408351519,0.9666666666666667
400,0.029931000136654663,0.9666666666666667
410,0.022275248632332885,0.9833333333333333
420,0.02305092313187601,0.9666666666666667
430,0.027999723809285507,0.9666666666666667
440,0.030041440878353445,0.9666666666666667
450,0.01898454219903568,0.975
460,0.02633820333826673,0.9666666666666667
470,0.050801078214927874,0.9333333333333333
480,0.018006004137510676,0.9666666666666667
490,0.019183579573190404,0.975
500,0.018536643040922455,0.975
510,0.016917573563154025,0.9833333333333333
520,0.03864756962377561,0.9583333333333334
530,0.02844120755588755,0.9666666666666667
540,0.020088757219167135,0.975
550,0.01804474845124652,0.975
560,0.015979892855847496,0.9833333333333333
570,0.028546111987591813,0.9666666666666667
580,0.03379475118033599,0.9583333333333334
590,0.029509979454864776,0.9666666666666667
600,0.02082619717381541,0.9666666666666667
610,0.020771086728998234,0.975
620,0.01705407779292836,0.9833333333333333
630,0.0249590884318613,0.9666666666666667
640,0.022141673615989184,0.975
650,0.027125865169816486,0.9666666666666667
660,0.014834309770902339,0.9833333333333333
670,0.017342688229661715,0.975
680,0.020122270734474583,0.975
690,0.025112133057814477,0.9666666666666667
700,0.01632153398841702,0.975
710,0.025455279420514263,0.9666666666666667
720,0.030284251642728875,0.9666666666666667
730,0.07390498746355213,0.9
740,0.01820840256562103,0.9833333333333333
750,0.014292025585695768,0.9833333333333333
760,0.016270288160173684,0.9833333333333333
770,0.012678521283723288,0.9916666666666667
780,0.027119933411565895,0.9666666666666667
790,0.0168897525991371,0.9833333333333333
800,0.013379215592268852,0.9916666666666667
810,0.060926493845271885,0.9333333333333333
820,0.015088425778366787,0.9833333333333333
830,0.011715109235851203,0.9916666666666667
840,0.01319790489675129,0.9833333333333333
850,0.035242369249402855,0.9583333333333334
860,0.013885760994861229,0.975
870,0.015075689523891694,0.9833333333333333
880,0.14378847617314036,0.8166666666666667
890,0.0407294061377829,0.9416666666666667
900,0.01531962695147857,0.9833333333333333
910,0.017312850310957962,0.9833333333333333
920,0.016210599124691506,0.9833333333333333
930,0.01725895998705986,0.975
940,0.015185299978487788,0.9833333333333333
950,0.04748788989031778,0.9416666666666667
960,0.01029826647128656,0.9916666666666667
970,0.02303452648654657,0.9666666666666667
980,0.010387267196583281,0.9916666666666667
990,0.02741699867078141,0.9583333333333334
1000,0.011323978189759425,0.9833333333333333
