epoch,error,accuracy
10,0.13258771084673418,0.9583333333333334
20,0.08227325472084676,0.9
30,0.036900230971913875,0.9666666666666667
40,0.026325189151488442,0.9583333333333334
50,0.036195207349404915,0.9583333333333334
60,0.024616913772392134,0.9666666666666667
70,0.024266390919518044,0.9666666666666667
80,0.01853851753861811,0.9833333333333333
90,0.018068732925914707,0.975
100,0.019926665728113212,0.9583333333333334
110,0.05648896212750717,0.9166666666666666
120,0.01860471712855787,0.9666666666666667
130,0.020754884053165043,0.9666666666666667
140,0.021520477532115053,0.9666666666666667
150,0.021815604702709723,0.9666666666666667
160,0.020814369584877344,0.9666666666666667
170,0.03589584288961013,0.9666666666666667
180,0.01781216758292258,0.9666666666666667
190,0.023076613496558405,0.9666666666666667
200,0.020471078923223664,0.9666666666666667
210,0.01942344566634524,0.9583333333333334
220,0.021125262549967508,0.9666666666666667
230,0.026836911229701735,0.9583333333333334
240,0.016846956180192475,0.975
250,0.018599288588840555,0.9666666666666667
260,0.017190121397463676,0.9666666666666667
270,0.016365915039830287,0.9833333333333333
280,0.01856556983539171,0.9666666666666667
290,0.025806834386269552,0.9666666666666667
300,0.026041985861811105,0.9666666666666667
310,0.019508512261966413,0.9583333333333334
320,0.016216929526955463,0.9833333333333333
330,0.04495353578170274,0.9333333333333333
340,0.016726232534288964,0.9666666666666667
350,0.039398320379531636,0.9333333333333333
360,0.02544592215976286,0.9666666666666667
370,0.028799830107439733,0.9666666666666667
380,0.020077245271522454,0.9666666666666667
390,0.01816269447094136,0.975
400,0.017742044806557136,0.9666666666666667
410,0.01754086797960413,0.9833333333333333
420,0.01730837129856687,0.9666666666666667
430,0.01649825953974655,0.975
440,0.01857951199943997,0.9666666666666667
450,0.016256586932587656,0.975
460,0.016218122305686932,0.9833333333333333
470,0.02274276166671294,0.9666666666666667
480,0.018553666748575916,0.9666666666666667
490,0.016145149402493925,0.9833333333333333
500,0.016082800874635976,0.9833333333333333
510,0.01628721188343776,0.975
520,0.025614069131684798,0.9666666666666667
530,0.018584644272777912,0.9666666666666667
540,0.03173183718612429,0.9583333333333334
550,0.01629729157559798,0.975
560,0.018123728663457465,0.975
570,0.020794238504992322,0.9666666666666667
580,0.01707330450635591,0.9833333333333333
590,0.01683883779384315,0.975
600,0.016722560570823074,0.975
610,0.017412060905088036,0.9666666666666667
620,0.016241723714160158,0.9833333333333333
630,0.016405199410139296,0.975
640,0.019450917853968897,0.975
650,0.016034443581166957,0.9833333333333333
660,0.022620229780173726,0.9583333333333334
670,0.016565202085722423,0.9833333333333333
680,0.01599503944242578,0.975
690,0.016710135054653043,0.9833333333333333
700,0.0180541304382113,0.975
710,0.01632878432507425,0.9833333333333333
720,0.01630391849204811,0.975
730,0.01680810261769353,0.9833333333333333
740,0.015980796085550104,0.9833333333333333
750,0.01697501630688557,0.9833333333333333
760,0.015971742457835534,0.9833333333333333
770,0.01618089660123381,0.9833333333333333
780,0.01772361645981755,0.975
790,0.01809177987621084,0.975
800,0.025272269801145657,0.9666666666666667
810,0.016556192753555507,0.9833333333333333
820,0.016210317577016953,0.975
830,0.01644784414482529,0.975
840,0.016559701028515273,0.975
850,0.015916209984888737,0.975
860,0.02212459430846271,0.9583333333333334
870,0.016127975883110872,0.975
880,0.017652389486105684,0.975
890,0.01858262396371367,0.975
900,0.016506778395928953,0.975
910,0.016128356813940273,0.9833333333333333
920,0.017373545055851626,0.975
930,0.018942833529557064,0.9666666666666667
940,0.0161560372694495,0.9833333333333333
950,0.01669462507863649,0.975
960,0.016985554495016368,0.9833333333333333
970,0.01582295409700472,0.9833333333333333
980,0.01678627678985987,0.975
990,0.01629008007226952,0.9833333333333333
1000,0.016480378474307753,0.975
