epoch,error,accuracy
1,0.4540283971082816,0.25
2,0.44268259556866174,0.25
3,0.43277938893304535,0.25
4,0.4243071448701168,0.25
5,0.41692491227025497,0.25
6,0.41052702913440814,0.25
7,0.40495926837725715,0.25
8,0.40017946003222227,0.25
9,0.39603025735525127,0.25
10,0.3924022978556225,0.25
11,0.38923348981112943,0.5
12,0.386457371418925,0.5
13,0.3840254425325133,0.25
14,0.3819020615763792,0.5
15,0.38001579560822907,0.5
16,0.378318966296465,0.5
17,0.3767797202742752,0.5
18,0.3754004821234901,0.5
19,0.3741502219533749,0.5
20,0.37297491553627576,0.5
21,0.37188987676834995,0.5
22,0.37087051088977574,0.5
23,0.36990705761846454,0.5
24,0.3689996514750404,0.5
25,0.36812867237473174,0.5
26,0.36727830896555136,0.5
27,0.3664462616235622,0.5
28,0.3656186366096538,0.5
29,0.36480431609538044,0.5
30,0.3639877995856544,0.5
31,0.36316889814175346,0.5
32,0.3623439752692071,0.5
33,0.3615037236740387,0.5
34,0.36064722242248126,0.5
35,0.3597732591705029,0.5
36,0.3588844790125457,0.5
37,0.3579689330177112,0.5
38,0.3570297917705794,0.5
39,0.3560643670118808,0.5
40,0.3550728644218332,0.5
41,0.35404899478600527,0.5
42,0.3529960829531808,0.5
43,0.351909316455173,0.5
44,0.3507900431823283,0.5
45,0.3496375949458625,0.5
46,0.3484504611731755,0.5
47,0.3472307001091571,0.5
48,0.3459755810717013,0.5
49,0.34468558416757256,0.5
50,0.3433628560506708,0.5
51,0.3420041456677879,0.5
52,0.340611794203121,0.5
53,0.33918725584433407,0.5
54,0.33773243619808785,0.5
55,0.3362467265448922,0.5
56,0.33473320798059103,0.5
57,0.3331918669389187,0.5
58,0.33162704199921433,0.5
59,0.33003934051588774,0.5
60,0.32842983123681035,0.5
61,0.326803897990095,0.5
62,0.3251629195973558,0.5
63,0.3235110698189307,0.5
64,0.3218462175527102,0.5
65,0.32017158418250524,0.5
66,0.3184956265991252,0.5
67,0.31681668883957437,0.5
68,0.31514130023302683,0.5
69,0.31347421510349327,0.5
70,0.3118111221658062,0.5
71,0.31016188943711376,0.5
72,0.3085266239876826,0.5
73,0.30690507296816316,0.5
74,0.30530472916987283,0.5
75,0.30372696300541935,0.5
76,0.3021729850455984,0.5
77,0.30065074038109707,0.5
78,0.2991513343255497,0.5
79,0.29768353812294424,0.5
80,0.2962490956935911,0.5
81,0.29484803953214705,0.5
82,0.293481214461297,0.5
83,0.29214758899696047,0.5
84,0.29085019948492913,0.5
85,0.289590574787434,0.5
86,0.288367930226782,0.5
87,0.287184326339589,0.5
88,0.28603476472998773,0.5
89,0.28492391650815074,0.5
90,0.2838481739485832,0.5
91,0.28280922393416175,0.5
92,0.2818071790654708,0.5
93,0.2808406189003576,0.5
94,0.27990657217586756,0.5
95,0.2790079090590818,0.5
96,0.2781407417782599,0.5
97,0.2773054508151237,0.5
98,0.27649876913008564,0.5
99,0.2757242362219733,0.5
100,0.27497856105819574,0.5
101,0.2742610575738745,0.5
102,0.2735669900741229,0.5
103,0.27290217941420203,0.5
104,0.27226225483868705,0.5
105,0.27164630019269853,0.5
106,0.27105060046075424,0.5
107,0.2704778130747382,0.5
108,0.26992689167401185,0.5
109,0.26939526848511053,0.5
110,0.2688830894418761,0.5
111,0.2683905618126501,0.5
112,0.2679162119483275,0.5
113,0.2674578031285185,0.5
114,0.26701552863394423,0.5
115,0.2665866183645318,0.5
116,0.26617418418349714,0.5
117,0.2657751281652523,0.5
118,0.2653909890816321,0.5
119,0.26501852861252395,0.5
120,0.26465882945424757,0.5
121,0.26431071477869517,0.5
122,0.2639746165128804,0.5
123,0.2636474884469061,0.5
124,0.2633329187140605,0.5
125,0.26302391277959414,0.5
126,0.2627276067712525,0.5
127,0.262439163064786,0.5
128,0.26216017449944484,0.5
129,0.2618855772647358,0.5
130,0.261618953808063,0.5
131,0.2613599583805773,0.5
132,0.26110853231733355,0.5
133,0.2608639106137898,0.5
134,0.2606256043796945,0.5
135,0.26039238631041295,0.5
136,0.2601660355891779,0.5
137,0.2599441500428537,0.5
138,0.25972775382358093,0.5
139,0.2595159724665183,0.5
140,0.2593093461384712,0.5
141,0.2591079013103317,0.5
142,0.2589110108609082,0.5
143,0.2587170906544044,0.5
144,0.2585267723572959,0.5
145,0.2583412618835699,0.5
146,0.25815976690005715,0.5
147,0.25798137443378544,0.5
148,0.25780649550843543,0.5
149,0.25763531475983426,0.5
150,0.2574664840512295,0.5
151,0.25729980678347664,0.5
152,0.2571364056607442,0.5
153,0.2569762769417061,0.5
154,0.256818989001245,0.5
155,0.25666443058635624,0.5
156,0.2565119608176847,0.5
157,0.25636002085150533,0.5
158,0.25621219764775255,0.5
159,0.25606335373796585,0.5
160,0.25591688576406163,0.5
161,0.2557739593813718,0.5
162,0.2556329427880723,0.5
163,0.25549195507183253,0.5
164,0.25535440021496586,0.5
165,0.2552155656148241,0.5
166,0.25508071947354594,0.5
167,0.2549455178994855,0.5
168,0.2548121461045772,0.5
169,0.254679200874538,0.5
170,0.25454812926557635,0.5
171,0.2544190102641104,0.5
172,0.2542889491382539,0.5
173,0.25416175529976437,0.5
174,0.25403558785479724,0.5
175,0.2539081955277555,0.5
176,0.25378173819911376,0.5
177,0.25365756244221344,0.5
178,0.25353421395837816,0.5
179,0.25341163403553413,0.5
180,0.25328966644270245,0.5
181,0.25316536034874215,0.5
182,0.25303917361470496,0.5
183,0.25291849294727986,0.5
184,0.25279616189987,0.5
185,0.2526717263560535,0.5
186,0.2525492017379118,0.5
187,0.25242728584757584,0.5
188,0.2523061487911802,0.5
189,0.2521856675699473,0.5
190,0.2520632298169758,0.5
191,0.25194156366398646,0.5
192,0.2518202428484745,0.5
193,0.2517008265896278,0.5
194,0.25157983807489026,0.5
195,0.2514576383311489,0.5
196,0.2513366966868483,0.5
197,0.2512154521344441,0.5
198,0.2510953683407311,0.5
199,0.25097262823746624,0.5
200,0.25085112525961817,0.5
201,0.2507299076367967,0.5
202,0.2506084590355911,0.5
203,0.2504848658600603,0.5
204,0.25036305988512164,0.5
205,0.2502407975474816,0.5
206,0.25011864294377256,0.5
207,0.24999334291445857,0.5
208,0.24986848327854888,0.5
209,0.2497439681952358,0.5
210,0.24961987835358268,0.5
211,0.2494961545679242,0.5
212,0.24937085393580988,0.5
213,0.2492452010163504,0.5
214,0.24911941729948234,0.5
215,0.24899259597701495,0.5
216,0.24886463295111103,0.5
