epoch,error,accuracy
10,0.3730506118222133,0.5
20,0.36871882086478175,0.75
30,0.36491976194680875,0.75
40,0.35901951206431004,0.75
50,0.3499120648443081,0.75
60,0.3363471854656415,0.75
70,0.3176404413698759,0.75
80,0.29464676838554205,0.75
90,0.2695635958441287,0.75
100,0.24463198139738795,0.75
110,0.22156647908621097,0.75
120,0.20137643401951813,1.0
130,0.18444001400431903,1.0
140,0.17056349381232525,1.0
150,0.159067167815369,1.0
160,0.14937847198807236,1.0
170,0.14090074546847092,1.0
180,0.13321863238347728,1.0
190,0.12603092738290037,1.0
200,0.11915164809691355,1.0
210,0.11248702517082668,1.0
220,0.10601486263055532,1.0
230,0.09971959684560161,1.0
240,0.0936411765451541,1.0
250,0.08780746379575947,1.0
260,0.08225245568103783,1.0
270,0.07699040380533492,1.0
280,0.07206575566617646,1.0
290,0.06747814093483856,1.0
300,0.0632283725386214,1.0
310,0.05931405286823811,1.0
320,0.05571915915167719,1.0
330,0.052423059476446626,1.0
340,0.04941069895549218,1.0
350,0.04665336774322626,1.0
360,0.04413251628810609,1.0
370,0.04182124938411602,1.0
380,0.03970072820633636,1.0
390,0.03775144800458452,1.0
400,0.03595470032959856,1.0
410,0.03429690028704438,1.0
420,0.03276363696042001,1.0
430,0.03134234053364814,1.0
440,0.03002229733768807,1.0
450,0.02879405405435223,1.0
460,0.027647801201057205,1.0
470,0.026577693409852783,1.0
480,0.025576480236426963,1.0
490,0.02463809692229762,1.0
500,0.02375736757212353,1.0
510,0.022929172695809696,1.0
520,0.022149426508286642,1.0
530,0.021414215572184966,1.0
540,0.020720474935677514,1.0
550,0.020064697584387448,1.0
560,0.019444196748633572,1.0
570,0.01885633438188815,1.0
580,0.018298692419673718,1.0
590,0.01776920256413595,1.0
600,0.017265978202241065,1.0
610,0.016787244909155955,1.0
620,0.01633127966948432,1.0
630,0.015896740557548632,1.0
640,0.01548211563484373,1.0
650,0.01508625499929605,1.0
660,0.014707951847104096,1.0
670,0.014346121139483275,1.0
680,0.013999866248991175,1.0
690,0.013668118860208736,1.0
700,0.01335015398362625,1.0
710,0.013045188169139953,1.0
720,0.012752504288178621,1.0
730,0.01247127882925381,1.0
740,0.012201010019705753,1.0
750,0.01194106405493709,1.0
760,0.011690965238206744,1.0
770,0.011450059758080514,1.0
780,0.011218016987313471,1.0
790,0.010994359535020204,1.0
800,0.010778625473465522,1.0
810,0.010570404976814923,1.0
820,0.01036938082631553,1.0
830,0.010175202094513964,1.0
840,0.009987529961320355,1.0
850,0.009806077527840002,1.0
860,0.009630553132763118,1.0
870,0.009460670092624529,1.0
880,0.009296191482331696,1.0
890,0.00913688514081586,1.0
900,0.008982507028674352,1.0
910,0.008832842765607515,1.0
920,0.008687711597714623,1.0
930,0.008546882086917947,1.0
940,0.008410196553324503,1.0
950,0.008277502993849726,1.0
960,0.008148624938416501,1.0
970,0.00802337405714458,1.0
980,0.007901652365253066,1.0
990,0.007783296030437347,1.0
1000,0.007668187767865525,1.0
1010,0.007556207445133492,1.0
1020,0.007447208417034071,1.0
1030,0.007341100711928765,1.0
1040,0.0072377606287607615,1.0
1050,0.007137100935059641,1.0
1060,0.007039026295312583,1.0
1070,0.006943418764376995,1.0
1080,0.006850209439202391,1.0
1090,0.0067593095480641355,1.0
1100,0.006670637569893095,1.0
1110,0.006584114294854219,1.0
1120,0.00649968277032329,1.0
1130,0.006417251254444412,1.0
1140,0.006336750257264455,1.0
1150,0.006258125520600393,1.0
1160,0.006181316041699391,1.0
1170,0.0061062526591977185,1.0
1180,0.0060328830604043536,1.0
1190,0.005961159984070551,1.0
1200,0.005891025330670234,1.0
1210,0.0058224306663709445,1.0
1220,0.005755322398156188,1.0
1230,0.005689663370428779,1.0
1240,0.005625404399294016,1.0
1250,0.005562500233717012,1.0
1260,0.0055009151606980715,1.0
1270,0.005440602972355406,1.0
1280,0.00538153381360284,1.0
1290,0.005323661916655379,1.0
1300,0.005266957015056105,1.0
1310,0.005211393338689337,1.0
1320,0.005156927508481359,1.0
1330,0.00510353442215998,1.0
1340,0.005051175373871831,1.0
1350,0.00499983283887755,1.0
1360,0.0049494694701858345,1.0
1370,0.004900065839110757,1.0
1380,0.004851592328822254,1.0
1390,0.004804024385954743,1.0
1400,0.004757334773956962,1.0
1410,0.004711503782359981,1.0
1420,0.004666503582293974,1.0
1430,0.004622317309884383,1.0
1440,0.004578923626297926,1.0
1450,0.004536303313824062,1.0
1460,0.004494433453208928,1.0
1470,0.004453297478957086,1.0
1480,0.004412873952317516,1.0
1490,0.004373146310260607,1.0
1500,0.00433409880170538,1.0
1510,0.004295712802004079,1.0
1520,0.004257973303053067,1.0
1530,0.004220863316429594,1.0
1540,0.0041843680168298595,1.0
1550,0.00414847318629213,1.0
1560,0.004113165842311771,1.0
1570,0.004078429288662344,1.0
1580,0.004044252305582549,1.0
1590,0.0040106211303234185,1.0
1600,0.003977524115823093,1.0
1610,0.003944947259470732,1.0
1620,0.003912880617112643,1.0
1630,0.0038813117994030704,1.0
1640,0.0038502285447656525,1.0
1650,0.0038196210793415486,1.0
1660,0.0037894805789510104,1.0
1670,0.0037597929573160455,1.0
1680,0.00373055090652633,1.0
1690,0.0037017448790294494,1.0
1700,0.003673363606451537,1.0
1710,0.0036453976025275533,1.0
1720,0.003617841048156581,1.0
1730,0.003590683507096863,1.0
1740,0.003563917104319441,1.0
1750,0.0035375331023426108,1.0
1760,0.0035115238309201434,1.0
1770,0.003485882051186296,1.0
1780,0.0034606002056486013,1.0
1790,0.0034356695807537087,1.0
1800,0.00341108486737338,1.0
1810,0.003386837995759905,1.0
1820,0.003362922070018554,1.0
1830,0.0033393312460837238,1.0
1840,0.0033160594973672174,1.0
1850,0.003293099172024495,1.0
1860,0.003270444690823557,1.0
1870,0.0032480907117283754,1.0
1880,0.003226030984387858,1.0
1890,0.0032042599424709148,1.0
1900,0.0031827721766176445,1.0
1910,0.0031615615712708538,1.0
1920,0.0031406240489455957,1.0
1930,0.003119954231024958,1.0
1940,0.003099546361366443,1.0
1950,0.003079396100462091,1.0
1960,0.0030594992022745415,1.0
1970,0.0030398503352067003,1.0
1980,0.0030204454121978788,1.0
1990,0.0030012791938902675,1.0
2000,0.0029823486874595052,1.0
2010,0.002963648908463729,1.0
2020,0.002945176125897128,1.0
2030,0.00292692613008071,1.0
2040,0.0029088945267562497,1.0
2050,0.002891077694569209,1.0
2060,0.002873472821141227,1.0
2070,0.002856075027481703,1.0
2080,0.0028388809823039402,1.0
2090,0.0028218883059407465,1.0
2100,0.002805092178868861,1.0
2110,0.002788489333357584,1.0
2120,0.0027720769260916297,1.0
2130,0.002755851842932278,1.0
2140,0.002739811280830521,1.0
2150,0.0027239519408688148,1.0
2160,0.0027082705717071066,1.0
2170,0.002692764452964016,1.0
2180,0.0026774300211641106,1.0
2190,0.0026622651970991604,1.0
2200,0.002647267685431792,1.0
2210,0.002632434220724988,1.0
2220,0.002617761928766899,1.0
2230,0.0026032486731422254,1.0
2240,0.0025888916990231556,1.0
2250,0.002574689009265518,1.0
2260,0.002560637519905582,1.0
2270,0.002546735179593836,1.0
2280,0.0025329794337151743,1.0
2290,0.0025193683215186543,1.0
2300,0.0025058994058642452,1.0
2310,0.002492570848385416,1.0
2320,0.0024793801089078417,1.0
2330,0.002466325221969895,1.0
2340,0.0024534040483711137,1.0
2350,0.002440614696112633,1.0
2360,0.0024279553235713467,1.0
2370,0.002415423754517726,1.0
2380,0.002403018394797253,1.0
2390,0.0023907370017059483,1.0
2400,0.0023785780394930023,1.0
2410,0.002366539621281193,1.0
2420,0.0023546200218104206,1.0
2430,0.0023428175482825744,1.0
2440,0.0023311302304739054,1.0
2450,0.0023195566150257677,1.0
2460,0.002308095255375802,1.0
2470,0.0022967444553702327,1.0
2480,0.002285502573741778,1.0
2490,0.002274367934198686,1.0
2500,0.0022633392808049466,1.0
2510,0.002252415000490388,1.0
2520,0.002241593815659702,1.0
2530,0.0022308739762022366,1.0
2540,0.0022202543497471996,1.0
2550,0.0022097334836918186,1.0
2560,0.002199310120473563,1.0
2570,0.0021889825419696605,1.0
2580,0.0021787499258591483,1.0
2590,0.0021686106579861244,1.0
2600,0.002158563768888588,1.0
2610,0.002148607889170228,1.0
2620,0.002138741761781796,1.0
2630,0.0021289642607177812,1.0
2640,0.0021192743092205498,1.0
2650,0.0021096708040339368,1.0
2660,0.002100152095797961,1.0
2670,0.002090717504801995,1.0
2680,0.002081365820468354,1.0
2690,0.0020720961607123,1.0
2700,0.002062907315629794,1.0
2710,0.0020537980836686587,1.0
2720,0.002044767773547884,1.0
2730,0.002035815353791354,1.0
2740,0.0020269395742284453,1.0
2750,0.002018139485376896,1.0
2760,0.0020094142119246906,1.0
2770,0.002000763031369225,1.0
2780,0.0019921847544700057,1.0
2790,0.0019836784936821477,1.0
2800,0.001975243247913325,1.0
2810,0.0019668783868724525,1.0
2820,0.0019585831008896494,1.0
2830,0.0019503562659903566,1.0
2840,0.001942197347682661,1.0
2850,0.0019341054519219066,1.0
2860,0.0019260795129134312,1.0
2870,0.0019181189011132234,1.0
2880,0.0019102229135442967,1.0
2890,0.0019023908688750868,1.0
2900,0.0018946217998976444,1.0
2910,0.00188691485821319,1.0
2920,0.0018792694412440585,1.0
2930,0.0018716848569980047,1.0
2940,0.0018641603249619962,1.0
2950,0.0018566948750376334,1.0
2960,0.0018492883856230677,1.0
2970,0.001841939852303216,1.0
2980,0.0018346487207504404,1.0
2990,0.0018274142887715927,1.0
3000,0.0018202360142497915,1.0
3010,0.0018131129191936166,1.0
3020,0.00180604472930495,1.0
3030,0.0017990306361023586,1.0
3040,0.0017920701007362737,1.0
3050,0.0017851622803200114,1.0
3060,0.00177830685204817,1.0
3070,0.0017715032166166044,1.0
3080,0.0017647507469060754,1.0
3090,0.001758048925111249,1.0
3100,0.0017513971020029309,1.0
3110,0.0017447947921589123,1.0
3120,0.0017382414769302067,1.0
3130,0.0017317365654015192,1.0
3140,0.0017252794370761955,1.0
3150,0.0017188697602433692,1.0
3160,0.0017125068688483066,1.0
3170,0.00170619028774922,1.0
3180,0.0016999196332696189,1.0
3190,0.0016936942415468987,1.0
3200,0.0016875137258415863,1.0
3210,0.0016813776303095053,1.0
3220,0.0016752854105683854,1.0
3230,0.0016692366071591658,1.0
3240,0.0016632308093921585,1.0
3250,0.0016572676002906549,1.0
3260,0.0016513464149773799,1.0
3270,0.0016454669565195762,1.0
3280,0.00163962879729079,1.0
3290,0.0016338313961458393,1.0
3300,0.0016280741593804949,1.0
3310,0.0016223568873562962,1.0
3320,0.0016166792238309583,1.0
3330,0.0016110407688586237,1.0
3340,0.001605440990819344,1.0
3350,0.0015998795904661057,1.0
3360,0.001594356184108759,1.0
3370,0.001588870240803124,1.0
3380,0.0015834215997943108,1.0
3390,0.0015780097202788227,1.0
3400,0.0015726343549251549,1.0
3410,0.0015672951124245933,1.0
3420,0.0015619915204541069,1.0
3430,0.0015567233238374906,1.0
3440,0.0015514901070846374,1.0
3450,0.0015462916399881137,1.0
3460,0.0015411274672203332,1.0
3470,0.0015359973034009924,1.0
3480,0.0015309008738248323,1.0
3490,0.001525837761613306,1.0
3500,0.00152080770576766,1.0
3510,0.0015158102552852279,1.0
3520,0.0015108452544335136,1.0
3530,0.0015059123191993589,1.0
3540,0.0015010111621614258,1.0
3550,0.001496141447800419,1.0
3560,0.0014913029182313017,1.0
3570,0.0014864952523776355,1.0
3580,0.0014817182031724302,1.0
3590,0.0014769714488841938,1.0
3600,0.001472254718346142,1.0
3610,0.001467567696874488,1.0
3620,0.0014629101164726935,1.0
3630,0.0014582816972176843,1.0
3640,0.001453682186541682,1.0
3650,0.001449111311657029,1.0
3660,0.001444568790634665,1.0
3670,0.0014400543961992547,1.0
3680,0.0014355678871245156,1.0
3690,0.0014311090017715543,1.0
3700,0.0014266774397919996,1.0
3710,0.0014222729612709574,1.0
3720,0.0014178953835380312,1.0
3730,0.0014135443949172852,1.0
3740,0.0014092197549008198,1.0
3750,0.001404921269497174,1.0
3760,0.0014006486608115606,1.0
3770,0.0013964017360966017,1.0
3780,0.0013921802249285715,1.0
3790,0.0013879839333761235,1.0
3800,0.0013838126661057273,1.0
3810,0.0013796661506533634,1.0
3820,0.0013755442007407934,1.0
3830,0.0013714465926500051,1.0
3840,0.0013673730804690822,1.0
3850,0.0013633235114989624,1.0
3860,0.001359297562263033,1.0
3870,0.001355295174936755,1.0
3880,0.0013513160268453206,1.0
3890,0.0013473599869388455,1.0
3900,0.0013434268690732049,1.0
3910,0.001339516468193812,1.0
3920,0.001335628564038077,1.0
3930,0.0013317629452851924,1.0
3940,0.0013279194346980548,1.0
3950,0.0013240978564848338,1.0
3960,0.0013202980370070855,1.0
3970,0.001316519794767879,1.0
3980,0.00131276296870388,1.0
3990,0.0013090273057275376,1.0
4000,0.0013053126923005145,1.0
4010,0.0013016189355750272,1.0
4020,0.0012979458271958034,1.0
4030,0.0012942932291287246,1.0
4040,0.001290660941052017,1.0
4050,0.0012870488401644947,1.0
4060,0.0012834567114259478,1.0
4070,0.001279884439436499,1.0
4080,0.0012763318384222272,1.0
4090,0.0012727987242651504,1.0
4100,0.0012692849514351788,1.0
4110,0.0012657904183196165,1.0
4120,0.001262314925385534,1.0
4130,0.0012588582607194418,1.0
4140,0.0012554203663070467,1.0
4150,0.0012520010715574227,1.0
4160,0.0012486001878617237,1.0
4170,0.001245217597660826,1.0
4180,0.0012418531283578263,1.0
4190,0.0012385066534662474,1.0
4200,0.0012351780397640566,1.0
4210,0.0012318671552876855,1.0
4220,0.0012285738239789141,1.0
4230,0.0012252979344924294,1.0
4240,0.0012220393317947274,1.0
4250,0.0012187979206637711,1.0
4260,0.0012155734943332186,1.0
4270,0.0012123659627087159,1.0
