epoch,error,accuracy
10,0.399851919612659,0.25
20,0.3793082123805479,0.25
30,0.3734945246720133,0.25
40,0.37117961362788376,0.75
50,0.36981432133379344,0.75
60,0.3686472746979338,0.75
70,0.36744176316716054,0.75
80,0.366096744948048,0.75
90,0.3645551280567404,0.75
100,0.3627745980195525,0.75
110,0.36071178098468665,0.75
120,0.35831822033672045,0.75
130,0.35555019065337573,0.75
140,0.3523593103774775,0.75
150,0.34869078528018776,0.75
160,0.3445047876893639,0.75
170,0.3397680884532202,0.75
180,0.33445830072647764,0.75
190,0.3285814734141422,0.75
200,0.32215704323541683,0.75
210,0.31521930344614646,0.75
220,0.3078508149846493,0.75
230,0.3001219319465428,0.75
240,0.2921259582713517,0.75
250,0.2839510727951199,0.75
260,0.2756775143938136,0.75
270,0.2673829254588209,0.75
280,0.2591355096520618,0.75
290,0.2509944932007463,0.75
300,0.24301276474026035,0.75
310,0.23523028532308338,0.75
320,0.22768980540683081,0.75
330,0.22042041557108377,0.75
340,0.21345312406916334,0.75
350,0.20680663669987912,1.0
360,0.2004930799740306,1.0
370,0.19452033805197025,1.0
380,0.18888864216275875,1.0
390,0.18358435887509975,1.0
400,0.17859625896327394,1.0
410,0.17390952823430883,1.0
420,0.16949894253664727,1.0
430,0.16534587474957618,1.0
440,0.1614257506844805,1.0
450,0.15771700117346396,1.0
460,0.15419423346777433,1.0
470,0.15084064233077266,1.0
480,0.14763614838336708,1.0
490,0.14456221067498493,1.0
500,0.1416031826543279,1.0
510,0.13874483319178407,1.0
520,0.13597435173148276,1.0
530,0.13327894661534379,1.0
540,0.13065039000927825,1.0
550,0.1280795232278727,1.0
560,0.12555968901247289,1.0
570,0.12308409092493588,1.0
580,0.12064969225305947,1.0
590,0.11825221349481915,1.0
600,0.11588899807619435,1.0
610,0.1135572260726983,1.0
620,0.11125606355023326,1.0
630,0.10898425725750287,1.0
640,0.1067414748412071,1.0
650,0.104527236497539,1.0
660,0.1023418011780398,1.0
670,0.10018480835240941,1.0
680,0.09805825606028307,1.0
690,0.09596280266822552,1.0
700,0.09389833681522067,1.0
710,0.09186669607273124,1.0
720,0.08986852281656688,1.0
730,0.08790459517275394,1.0
740,0.0859758399163112,1.0
750,0.08408300532667068,1.0
760,0.0822278618277898,1.0
770,0.0804094299597603,1.0
780,0.07862998726211233,1.0
790,0.07688910475120461,1.0
800,0.07518707276501646,1.0
810,0.07352477936164876,1.0
820,0.07190258812576321,1.0
830,0.07031991525178694,1.0
840,0.06877728515909122,1.0
850,0.06727423968605005,1.0
860,0.06581092195742852,1.0
870,0.06438652132678077,1.0
880,0.06300083554593296,1.0
890,0.06165374453017645,1.0
900,0.06034428713874925,1.0
910,0.05907175995018069,1.0
920,0.057835627729829336,1.0
930,0.05663468767271174,1.0
940,0.05546867074659423,1.0
950,0.05433677579120265,1.0
960,0.053237919998026274,1.0
970,0.05217112947673151,1.0
980,0.051135646666950585,1.0
990,0.05013056183516666,1.0
1000,0.0491550603917084,1.0
1010,0.04820830223380541,1.0
1020,0.04728919117222123,1.0
1030,0.046396959205109334,1.0
1040,0.04553063417096025,1.0
1050,0.04468939648064994,1.0
1060,0.043872501187329285,1.0
1070,0.04307899526374732,1.0
1080,0.04230813641684547,1.0
1090,0.04155918343662225,1.0
1100,0.0408313439497331,1.0
1110,0.040123819782421064,1.0
1120,0.0394361344482438,1.0
1130,0.03876748156462652,1.0
1140,0.038117135709171995,1.0
1150,0.03748442026570513,1.0
1160,0.036868900129501725,1.0
1170,0.036269703881227716,1.0
1180,0.03568646565320002,1.0
1190,0.03511863515278876,1.0
1200,0.03456562821239924,1.0
1210,0.03402698872554205,1.0
1220,0.033502153970476234,1.0
1230,0.03299075313859041,1.0
1240,0.03249227603634291,1.0
1250,0.03200627189696567,1.0
1260,0.031532334525479086,1.0
1270,0.031070016578988054,1.0
1280,0.03061905441754901,1.0
1290,0.030178959956618262,1.0
1300,0.02974939540330129,1.0
1310,0.02933013571984754,1.0
1320,0.028920767054342187,1.0
1330,0.02852099389860597,1.0
1340,0.028130453258019224,1.0
1350,0.027748944689784276,1.0
1360,0.027376092874501573,1.0
1370,0.02701173835109047,1.0
1380,0.02665556211502735,1.0
1390,0.026307310025803346,1.0
1400,0.025966716842224954,1.0
1410,0.025633610716113468,1.0
1420,0.025307703882923263,1.0
1430,0.024988851589758984,1.0
1440,0.024676821838025293,1.0
1450,0.024371430391599933,1.0
1460,0.024072463482894445,1.0
1470,0.023779759575136672,1.0
1480,0.02349310510917603,1.0
1490,0.023212338439005914,1.0
1500,0.022937308403434244,1.0
1510,0.02266784655704314,1.0
1520,0.022403803450762694,1.0
1530,0.022145026095831008,1.0
1540,0.021891369801057707,1.0
1550,0.02164269544560836,1.0
1560,0.021398889736871374,1.0
1570,0.021159801431590984,1.0
1580,0.020925312771247415,1.0
1590,0.020695291865302064,1.0
1600,0.020469635277625894,1.0
1610,0.020248214335209725,1.0
1620,0.02003094502797601,1.0
1630,0.019817704195082757,1.0
1640,0.019608381557315764,1.0
1650,0.01940288666229762,1.0
1660,0.019201140811920085,1.0
