epoch,error,accuracy
10,0.16390086943842466,0.9333333333333333
20,0.13068814867319598,0.8916666666666667
30,0.04185866537476249,0.9666666666666667
40,0.030022618244631438,0.9666666666666667
50,0.039561659254721375,0.95
60,0.04372171809965981,0.9333333333333333
70,0.030741632780800467,0.9583333333333334
80,0.02310778537405262,0.9666666666666667
90,0.02171788657215049,0.9583333333333334
100,0.023504333452662854,0.9666666666666667
110,0.0868723536961677,0.8916666666666667
120,0.01797269030467763,0.9833333333333333
130,0.02929412663336119,0.9583333333333334
140,0.03533335021846383,0.9583333333333334
150,0.03889851588231951,0.9583333333333334
160,0.0264789178529929,0.9666666666666667
170,0.033763078815661776,0.9666666666666667
180,0.018779029660427264,0.9666666666666667
190,0.018710813323411606,0.9666666666666667
200,0.023960926713993722,0.9666666666666667
210,0.021765490022551817,0.9666666666666667
220,0.02418886154391694,0.9666666666666667
230,0.05008343521956085,0.9333333333333333
240,0.019786872017583907,0.9666666666666667
250,0.02168788280067803,0.975
260,0.02009342738835312,0.9666666666666667
270,0.026760318025496697,0.9666666666666667
280,0.0267053861596839,0.9666666666666667
290,0.02951003640976899,0.9666666666666667
300,0.02784956785961061,0.9666666666666667
310,0.020658132215928722,0.975
320,0.017386713834514133,0.9833333333333333
330,0.053990407918594746,0.925
340,0.017777262960076354,0.975
350,0.01939529624087961,0.9666666666666667
360,0.02843251551063449,0.9666666666666667
370,0.031731465744575624,0.9666666666666667
380,0.01989043045003308,0.975
390,0.01720635868364701,0.9833333333333333
400,0.02589004485475481,0.9666666666666667
410,0.020568739863659133,0.975
420,0.02273473190582522,0.9666666666666667
430,0.018927371531038368,0.9666666666666667
440,0.02715371309837801,0.9666666666666667
450,0.027310274038348195,0.9666666666666667
460,0.01740656587937741,0.9833333333333333
470,0.0296329191785929,0.9666666666666667
480,0.019546025900278048,0.9666666666666667
490,0.028200814237038494,0.9666666666666667
500,0.017451648893723436,0.9833333333333333
510,0.01794131740673449,0.975
520,0.06614038109101254,0.9166666666666666
530,0.01912036225520492,0.9666666666666667
540,0.019159341557748143,0.975
550,0.018214098822290383,0.9666666666666667
560,0.019197456601484142,0.9666666666666667
570,0.02531078754893911,0.9666666666666667
580,0.01758665790101087,0.9833333333333333
590,0.017264805439613347,0.975
600,0.017834675793578943,0.975
610,0.03141132473247386,0.9666666666666667
620,0.016910235960233846,0.9833333333333333
630,0.019981616502801693,0.9666666666666667
640,0.021876563018593094,0.975
650,0.017352279331295937,0.9833333333333333
660,0.02061580532842471,0.975
670,0.01785591570764006,0.975
680,0.019912160278471015,0.975
690,0.016973308227055436,0.9833333333333333
700,0.017061084835359307,0.975
710,0.020090641601136827,0.975
720,0.01994282342169361,0.975
730,0.017218786856251667,0.975
740,0.017180149355092145,0.9833333333333333
750,0.01742231014805329,0.9833333333333333
760,0.016660869412169096,0.9833333333333333
770,0.01899433272487731,0.975
780,0.01696065867490454,0.975
790,0.026042287567760447,0.9666666666666667
800,0.030541642186893425,0.9666666666666667
810,0.017419093415320275,0.9833333333333333
820,0.01644998750202602,0.9833333333333333
830,0.019109661541988215,0.975
840,0.017096334752179716,0.975
850,0.02820867779622231,0.9666666666666667
860,0.021267492223613713,0.975
870,0.017064018200301692,0.9666666666666667
880,0.019742401543242208,0.975
890,0.02371825623501965,0.9666666666666667
900,0.019781286981548827,0.975
910,0.016699979449788918,0.9833333333333333
920,0.03212161769386979,0.95
930,0.020997607972891595,0.975
940,0.020115511985826996,0.975
950,0.029282359219690968,0.9666666666666667
960,0.03983571320309931,0.9416666666666667
970,0.03051297388155975,0.9666666666666667
980,0.01614499925088973,0.9833333333333333
990,0.016884116892222575,0.9833333333333333
1000,0.01690132026114474,0.9833333333333333
